date,symbol,router,aggregator,weights,mu,var
2023-06-02,NVDA,diversity,precision,"{'heur': 0.9582334896808558, 'rl': 0.041766510319144204}",2.113034169309448,0.04980518525278093
2023-06-02,MSFT,diversity,precision,"{'heur': 0.915360224188845, 'rl': 0.08463977581115503}",1.5304701902090503,0.05388376802368199
2023-06-02,AAPL,diversity,precision,"{'heur': 0.9043743642723143, 'rl': 0.09562563572768565}",1.4343902128935222,0.053563040594351366
2023-06-02,GOOGL,diversity,precision,"{'heur': 0.9088653677906943, 'rl': 0.09113463220930584}",1.4852504886668425,0.05380823843756514
2023-06-02,AMZN,diversity,precision,"{'heur': 0.921853755405659, 'rl': 0.07814624459434104}",1.609826817064656,0.05387619770066018
2023-06-02,META,diversity,precision,"{'heur': 0.9296749776443894, 'rl': 0.07032502235561064}",1.7035819363461844,0.05346448014932078
2023-06-09,NVDA,diversity,precision,"{'heur': 0.9662331326930579, 'rl': 0.03376686730694212}",2.2909865919795367,0.04667045331089943
2023-06-09,MSFT,diversity,precision,"{'heur': 0.8955805307816889, 'rl': 0.10441946921831118}",1.366802161547343,0.05300916267136427
2023-06-09,AAPL,diversity,precision,"{'heur': 0.9244842715748713, 'rl': 0.07551572842512858}",1.641171448890803,0.05369548105508128
2023-06-09,GOOGL,diversity,precision,"{'heur': 0.9008860481908696, 'rl': 0.09911395180913042}",1.4140048474814448,0.05343236396980796
2023-06-09,AMZN,diversity,precision,"{'heur': 0.9368006046326366, 'rl': 0.06319939536736338}",1.7910169051443046,0.05290887671451891
2023-06-09,META,diversity,precision,"{'heur': 0.9271375256249962, 'rl': 0.07286247437500389}",1.6921412677430283,0.05363829975190631
2023-06-16,NVDA,diversity,precision,"{'heur': 0.9588681837440785, 'rl': 0.04113181625592162}",2.1332170326347746,0.04963502609523274
2023-06-16,MSFT,diversity,precision,"{'heur': 0.9307728308698062, 'rl': 0.06922716913019385}",1.6921116048471798,0.05343345380301364
2023-06-16,AAPL,diversity,precision,"{'heur': 0.9036769196667139, 'rl': 0.09632308033328606}",1.4355779571154081,0.05348482503777422
2023-06-16,GOOGL,diversity,precision,"{'heur': 0.8840911912325558, 'rl': 0.11590880876744412}",1.2829712094912353,0.05191945379728698
2023-06-16,AMZN,diversity,precision,"{'heur': 0.8961614741083305, 'rl': 0.10383852589166948}",1.3784633173513712,0.05313261124483477
2023-06-16,META,diversity,precision,"{'heur': 0.9371512600112311, 'rl': 0.06284873998876905}",1.8022959540951244,0.05279108961319328
2023-06-23,NVDA,diversity,precision,"{'heur': 0.9489266326548478, 'rl': 0.051073367345152255}",1.9673532202184731,0.05240578981556037
2023-06-23,MSFT,diversity,precision,"{'heur': 0.8933251614533315, 'rl': 0.10667483854666855}",1.333803177251956,0.05286426758570205
2023-06-23,AAPL,diversity,precision,"{'heur': 0.9064160881549322, 'rl': 0.09358391184506769}",1.4638147884493429,0.053609667172394716
2023-06-23,GOOGL,diversity,precision,"{'heur': 0.878649043148176, 'rl': 0.12135095685182387}",1.2436247261675242,0.05128994321802587
2023-06-23,AMZN,diversity,precision,"{'heur': 0.9059586309284621, 'rl': 0.09404136907153797}",1.4606028175063361,0.05375138853247156
2023-06-23,META,diversity,precision,"{'heur': 0.9391352032488267, 'rl': 0.060864796751173386}",1.827799917625909,0.052535461792695054
2023-06-30,NVDA,diversity,precision,"{'heur': 0.9345344184311936, 'rl': 0.06546558156880647}",1.8059237514651738,0.05330968334495623
2023-06-30,MSFT,diversity,precision,"{'heur': 0.8912358419951192, 'rl': 0.10876415800488087}",1.3172480492369345,0.05265597490665407
2023-06-30,AAPL,diversity,precision,"{'heur': 0.9101367771549675, 'rl': 0.08986322284503251}",1.4995347133674124,0.053754351729230224
2023-06-30,GOOGL,diversity,precision,"{'heur': 0.8783508003506015, 'rl': 0.12164919964939845}",1.2360135828643803,0.05126790964332163
2023-06-30,AMZN,diversity,precision,"{'heur': 0.900481081181744, 'rl': 0.09951891881825599}",1.4156754675600776,0.053419228546321806
2023-06-30,META,diversity,precision,"{'heur': 0.9205961300932987, 'rl': 0.07940386990670142}",1.6154476219774496,0.053927373957534705
2023-07-07,NVDA,diversity,precision,"{'heur': 0.9333553874089203, 'rl': 0.06664461259107961}",1.7871262146424092,0.053358683975112606
2023-07-07,MSFT,diversity,precision,"{'heur': 0.8881426646941438, 'rl': 0.11185733530585612}",1.2884940476991948,0.052362578957762244
2023-07-07,AAPL,diversity,precision,"{'heur': 0.9266083742702715, 'rl': 0.07339162572972847}",1.6694479158187112,0.05361117172937808
